	English	Arabic	time/m.s
519	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.27
520	"“I think it necessary to turn the key.” Monsieur Defarge whispered it closer in his ear, and frowned heavily.
"	"[{'translation_text': '""أعتقد أن من الضروري أن أدير المفتاح"".'}]"	0.86
521	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.23
522	"“Why?”
"	"[{'translation_text': '""لماذا؟""'}]"	0.2
523	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.23
524	"“Why! Because he has lived so long, locked up, that he would be frightened-rave-tear himself to pieces-die-come to I know not what harm–if his door was left open.”
"	"[{'translation_text': '""لماذا! لأنه عاش طويلاً جداً، محبوساً، لدرجة أنه سيكون خائفاً - مذعوراً - ممزقاً نفسه إلى أشلاء - لا أعرف أي ضرر - إذا كان بابه قد ترك مفتوحاً"".'}]"	1.41
525	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.22
526	"“Is it possible!” exclaimed Mr. Lorry.
"	"[{'translation_text': '""هل هذا ممكن!"" صرخ السيد لوري.'}]"	0.41
527	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.28
528	"“Is it possible!” repeated Defarge, bitterly. “Yes. And a beautiful world we live in, when it IS possible, and when many other such things are possible, and not only possible, but done–done, see you!–under that sky there, every day. Long live the Devil. Let us go on.”
"	"[{'translation_text': 'نعم، وعالم جميل نعيش فيه، عندما يكون ذلك ممكنا، وعندما تكون أشياء أخرى كثيرة من هذا القبيل ممكنة، وليس فقط ممكنة، بل منجزة، أراك! - تحت تلك السماء هناك، كل يوم، يحيا الشيطان، دعونا نواصل "" .'}]"	1.85
529	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.29
530	"This dialogue had been held in so very low a whisper, that not a word of it had reached the young lady’s ears. But, by this time she trembled under such strong emotion, and her face expressed such deep anxiety, and, above all, such dread and terror, that Mr. Lorry felt it incumbent on him to speak a word or two of reassurance.
"	[{'translation_text': 'وكان هذا الحوار قد جرى في غاية الضآلة، ولم تصل كلمة واحدة منه إلى أذني السيدة الشابة، ولكنها في هذه المرة كانت ترتجف تحت هذه المشاعر القوية، وكان وجهها يعبر عن قلق عميق، وقبل كل شيء، عن هذا القلق الشديد، وإلى هذا القدر من الرعب والرعب، حتى أن السيد لوري شعر بأن من واجبه أن يتكلم بكلمة أو كلمتين من الطمأنينة.'}]	2.53
531	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.23
532	"“Courage, dear miss! Courage! Business! The worst will be over in a moment; it is but passing the room-door, and the worst is over. Then, all the good you bring to him, all the relief, all the happiness you bring to him, begin. Let our good friend here, assist you on that side. That’s well, friend Defarge. Come, now. Business, business!”
"	"[{'translation_text': '""الشجاعة يا سيدتي العزيزة! الشجاعة! الأعمال التجارية! الأسوأ سوف ينتهي في لحظة؛ إنه مجرد تمرير باب الغرفة، والأسوأ قد انتهى. ثم كل الخير الذي تجلبينه له، كل الراحة، كل السعادة التي تجلبينها له، ابدأي. دعونا صديقنا العزيز هنا يساعدك على هذا الجانب. هذا جيد، صديق ديفارج. هيا الآن، العمل، الأعمال التجارية!""'}]"	2.53
533	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.27
534	"They went up slowly and softly. The staircase was short, and they were soon at the top. There, as it had an abrupt turn in it, they came all at once in sight of three men, whose heads were bent down close together at the side of a door, and who were intently looking into the room to which the door belonged, through some chinks or holes in the wall. On hearing footsteps close at hand, these three turned, and rose, and showed themselves to be the three of one name who had been drinking in the wine-shop.
"	[{'translation_text': 'فصعدوا ببطء ولينة. السلم كان قصيرا وسرعان ما كانا على القمة. هناك كان له دور فجأ فيه جاءوا جميعا مرة واحدة في عيني ثلاثة رجال الذين كانت رؤوسهم ملتصقة عن قرب من جانب باب واما الذين كانوا عن قصد ينظرون الى الغرفة التي فيها الباب من خلال بعض الزقوق او الثقوب في الحائط. عند الاستماع الى خطوات قريبة من يد هؤلاء الثلاثة يرجعون ويرتفعون ويظهرون انفسهم هم الثلاثة من اسم واحد كانوا يشربون في محلة الخمور.'}]	3.32
535	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.25
536	"“I forgot them in the surprise of your visit,” explained Monsieur Defarge. “Leave us, good boys; we have business here.”
"	"[{'translation_text': '""لقد نسيتهم في مفاجأتكم لزيارتكم"" شرح السيد ديفارج: ""اتركونا أيها الأولاد الطيبون؛ لدينا عمل هنا"".'}]"	1.0
537	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.25
538	"The three glided by, and went silently down.
"	[{'translation_text': 'ونزل الثلاثة ونزلوا بصمت.'}]	0.32
539	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.25
540	"There appearing to be no other door on that floor, and the keeper of the wine-shop going straight to this one when they were left alone, Mr. Lorry asked him in a whisper, with a little anger:
"	[{'translation_text': 'لا يوجد باب آخر على تلك الأرضية، وحارس محل النبيذ يذهب مباشرة إلى هذا واحد عندما تركوا لوحدهم، السيد لوري سأله في الهمس، مع قليل من الغضب:'}]	1.19
541	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.27
542	"“Do you make a show of Monsieur Manette?”
"	"[{'translation_text': '""هل تقوم بعرض السيد مانيت؟""'}]"	0.37
543	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.25
544	"“I show him, in the way you have seen, to a chosen few.”
"	[{'translation_text': '“أريه، بالطريقة التي رأيتم بها، عددا مختارا”.'}]	0.52
545	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.28
546	"“Is that well?”
"	"[{'translation_text': '""هل هذا جيد؟""'}]"	0.27
547	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.29
548	"“_I_ think it is well.”
"	"[{'translation_text': '""___ أعتقد أنه جيد.""'}]"	0.42
549	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.29
550	"“Who are the few? How do you choose them?”
"	[{'translation_text': '“من هم القلة؟ وكيف تختارهم؟”'}]	0.44
551	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.28
552	"“I choose them as real men, of my name–Jacques is my name–to whom the sight is likely to do good. Enough; you are English; that is another thing. Stay there, if you please, a little moment.”
"	"[{'translation_text': '""أنا أختارهم كرجال حقيقيين، من اسمي - جاكس هو اسمي - إلى من من المرجح أن يفعل البصر الخير. كفى؛ أنت إنجليزي؛ هذا شيء آخر. إبقوا هناك، إذا سمحتم، لحظة قصيرة"".""'}]"	1.49
553	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.23
554	"With an admonitory gesture to keep them back, he stooped, and looked in through the crevice in the wall. Soon raising his head again, he struck twice or thrice upon the door–evidently with no other object than to make a noise there. With the same intention, he drew the key across it, three or four times, before he put it clumsily into the lock, and turned it as heavily as he could.
"	[{'translation_text': 'مع لفتة تمهيدية للحفاظ عليها مرة أخرى ، وقال انه صخر ، ونظر في من خلال الشق في الجدار. بعد ذلك رفع رأسه مرة أخرى ، ضرب مرتين أو ثلاث مرات على الباب -- من الواضح مع عدم وجود أي شيء آخر إلا لجعل ضجيج هناك. وبنفس النية ، رسم المفتاح عبره ، ثلاث أو أربع مرات ، قبل أن يضعه في القفل ، وحوله بأقصى قدر ممكن.'}]	2.4
555	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.25
556	"The door slowly opened inward under his hand, and he looked into the room and said something. A faint voice answered something. Little more than a single syllable could have been spoken on either side.
"	[{'translation_text': 'فتح الباب ببطء من الداخل تحت يده، ونظر إلى الغرفة وقال شيئا. صوت ضعيف أجاب شيئا. أكثر قليلا من مقطع واحد يمكن أن يكون قد قيل على أي جانب من الجانبين.'}]	1.15
557	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.25
558	"He looked back over his shoulder, and beckoned them to enter. Mr. Lorry got his arm securely round the daughter’s waist, and held her; for he felt that she was sinking.
"	[{'translation_text': 'فنظر خلف كتفه وارغمهم على الدخول، فأخذ السيد لوري ذراعه في أمان حول خصر الابنة ومسكها، لأنه شعر بأنها تغرق.'}]	1.06
559	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.25
560	"“A-a-a-business, business!” he urged, with a moisture that was not of business shining on his cheek. “Come in, come in!”
"	"[{'translation_text': 'وحث ""أ-أ-أ-أ-أ-أ-أ-أ-أ-أ-أ-أ-أ-أ-أ-أ-أ-أ-أ-ب-أ-أ-ب-أ"" على ""التجارة!"" مع الرطوبة التي لم يكن من شأن العمل أن يضيء على خده. ""تعال، تعال!""'}]"	2.38
561	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.23
562	"“I am afraid of it,” she answered, shuddering.
"	[{'translation_text': 'فأجابت قائلة : « انا خائف من ذلك » ، وهي ترتجف .'}]	0.66
563	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.27
564	"“Of it? What?”
"	"[{'translation_text': '""منه؟ ماذا؟""'}]"	0.3
565	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.25
566	"“I mean of him. Of my father.”
"	"[{'translation_text': '""أقصد به، أبي"".'}]"	0.34
567	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.25
568	"Rendered in a manner desperate, by her state and by the beckoning of their conductor, he drew over his neck the arm that shook upon his shoulder, lifted her a little, and hurried her into the room. He sat her down just within the door, and held her, clinging to him.
"	[{'translation_text': 'فأخذ على عنقه ذراعا مصافحة على كتفه ورفعها قليلا وعجلها الى الحجرة. فجلسها داخل الباب وامسكها متمسكا به.'}]	1.1
569	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.23
570	"Defarge drew out the key, closed the door, locked it on the inside, took out the key again, and held it in his hand. All this he did, methodically, and with as loud and harsh an accompaniment of noise as he could make. Finally, he walked across the room with a measured tread to where the window was. He stopped there, and faced round.
"	[{'translation_text': 'واغلق الباب واغلقه من الداخل واخرج المفتاح مرة اخرى وامسكه بيده. كل هذا فعله بطريقة منهجية وبصوت عال وقاسية مرفقة بالضجيج كما يستطيع ان يفعل. واخيرا مشى عبر الغرفة بخطوات قياسية الى حيث كانت النافذة. وتوقف هناك وواجه مستديرا.'}]	2.21
571	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.27
572	"The garret, built to be a depository for firewood and the like, was dim and dark: for, the window of dormer shape, was in truth a door in the roof, with a little crane over it for the hoisting up of stores from the street: unglazed, and closing up the middle in two pieces, like any other door of French construction. To exclude the cold, one half of this door was fast closed, and the other was opened but a very little way. Such a scanty portion of light was admitted through these means, that it was difficult, on first coming in, to see anything; and long habit alone could have slowly formed in any one, the ability to do any work requiring nicety in such obscurity. Yet, work of that kind was being done in the garret; for, with his back towards the door, and his face towards the window where the keeper of the wine-shop stood looking at him, a white-haired man sat on a low bench, stooping forward and very busy, making shoes.
"	[{'translation_text': 'الحنجرة، التي بنيت لتكون مستودعاً للحطب وما شابهه، كانت قاتمة ومظلمة: لأن نافذة شكل المهاجر، كانت في الحقيقة باباً في السقف، مع رافعة صغيرة فوقه لرفع مخازن من الشارع: منتزعة، وإغلاق المنتصف في قطعتين، مثل أي باب آخر من أبواب البناء الفرنسي. لاستبعاد البرد، نصف هذا الباب كان مغلقاً بسرعة، والآخر فتح بطريقة صغيرة جداً. مثل هذا الجزء الضئيل من الضوء اعترف من خلال هذه الوسائل، أنه كان من الصعب، في البداية يأتي في، أن يرى أي شيء؛ والعادة الطويلة وحدها يمكن أن تشكل ببطء في أي منها، القدرة على القيام بأي عمل يتطلب اللطف في مثل هذا الغموض. ومع ذلك، كان العمل من هذا النوع يتم في الحجاب؛ لأنه مع ظهره نحو الباب، ووجهه نحو النافذة حيث وقف حارس محلات النبيذ ينظر إليه، رجل أبيض الشعر يجلس على مقعد منخفض، يرتجل إلى الأمام، ومشغل جداً، يصنع الأحذية.'}]	6.15
573	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.23
574	"VI
"	[{'translation_text': 'سادساً'}]	0.35
575	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.28
576	"The Shoemaker
"	[{'translation_text': 'الشاكر'}]	0.2
577	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.25
578	"“Good day!” said Monsieur Defarge, looking down at the white head that bent low over the shoemaking.
"	"[{'translation_text': '""يوم جيد!"" قال السيد ديفارج، ينظر إلى أسفل في الرأس الأبيض الذي انحنيت منخفضة على صناعة الأحذية.'}]"	0.81
579	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.27
580	"It was raised for a moment, and a very faint voice responded to the salutation, as if it were at a distance:
"	[{'translation_text': 'وقد أُقيمت للحظة، واستجاب صوت خافت جداً للنقاوة، كما لو كانت على مسافة:'}]	0.8
581	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.23
582	"“Good day!”
"	"[{'translation_text': '""يوم الخير!""'}]"	0.22
583	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.24
584	"“You are still hard at work, I see?”
"	"[{'translation_text': '""أنت لا تزال تعمل بجد، أرى ذلك؟""'}]"	0.36
585	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.28
586	"After a long silence, the head was lifted for another moment, and the voice replied, “Yes–I am working.” This time, a pair of haggard eyes had looked at the questioner, before the face had dropped again.
"	"[{'translation_text': 'وبعد صمت طويل، رُفع الرأس للحظة أخرى، وأجاب الصوت: ""نعم أنا أعمل"". وفي هذه المرة، نظر زوج من الأعين الهمجية إلى المستجوب، قبل أن يسقط الوجه مرة أخرى.'}]"	1.35
587	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.27
588	"The faintness of the voice was pitiable and dreadful. It was not the faintness of physical weakness, though confinement and hard fare no doubt had their part in it. Its deplorable peculiarity was, that it was the faintness of solitude and disuse. It was like the last feeble echo of a sound made long and long ago. So entirely had it lost the life and resonance of the human voice, that it affected the senses like a once beautiful colour faded away into a poor weak stain. So sunken and suppressed it was, that it was like a voice underground. So expressive it was, of a hopeless and lost creature, that a famished traveller, wearied out by lonely wandering in a wilderness, would have remembered home and friends in such a tone before lying down to die.
"	[{'translation_text': 'كانت خافتة الصوت مُرَوِّعة ومُرَوِّعَة. لم تكن خافت الضعف البدني، رغم أن العزلة والعسر كان لهما دورهما فيها بلا شك. كانت خاصيتها المؤسفة هي أنها كانت ضعف العزلة والانعدام. كانت مثل آخر صدى ضعيف لصوت صُنع منذ زمن بعيد. وهكذا فقد فقدت تماماً حياة ورنين صوت الإنسان، بحيث أثرت على الحواس مثل لون جميل ذات مرة تلاشى بعيداً إلى بقعة ضعيفة فقيرة. لذا غُرقت وقمعت، كانت مثل صوت تحت الأرض. لذلك كان التعبير، من مخلوق ميؤوس منه ومفقود، أن مسافراً مجعداً، تُعجَّل بالوحيد يتجول في البرية، كان سيتذكر البيت والأصدقاء في مثل هذه النغمة قبل أن يضطجع ليموت.'}]	5.85
589	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.28
590	"Some minutes of silent work had passed: and the haggard eyes had looked up again: not with any interest or curiosity, but with a dull mechanical perception, beforehand, that the spot where the only visitor they were aware of had stood, was not yet empty.
"	[{'translation_text': 'وقد مرت بعض دقائق من العمل الصامت: ونظرت العيون الغاشمة مرة أخرى: ليس مع أي اهتمام أو فضول، ولكن مع تصور آلي ممل، قبل ذلك، أن المكان الذي كان الزائر الوحيد الذي كانوا على علم به واقفا، لم يكن فارغا بعد.'}]	1.73
591	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.25
592	"“I want,” said Defarge, who had not removed his gaze from the shoemaker, “to let in a little more light here. You can bear a little more?”
"	"[{'translation_text': '""أريد،"" قال ديفارج، الذي لم يرفع نظره عن صانع الأحذية، ""لترك المزيد من الضوء هنا. يمكنك أن تتحمل المزيد قليلاً؟"".'}]"	1.0
593	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.25
594	"The shoemaker stopped his work; looked with a vacant air of listening, at the floor on one side of him; then similarly, at the floor on the other side of him; then, upward at the speaker.
"	[{'translation_text': 'فتوقف صانع الاحذية عن عمله ، ونظر بهواء شاهق من الاستماع ، على الارض على جانب واحد منه ؛ ثم على نحو مماثل ، على الارض على الجانب الآخر منه ؛ ثم على المتكلم .'}]	1.48
595	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.27
596	"“What did you say?”
"	"[{'translation_text': '""ماذا قلت؟""'}]"	0.22
597	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.28
598	"“You can bear a little more light?”
"	"[{'translation_text': '""يمكنك أن تحمل ضوءاً أكثر قليلاً؟""'}]"	0.44
599	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.27
600	"“I must bear it, if you let it in.” (Laying the palest shadow of a stress upon the second word.)
"	"[{'translation_text': '"" يجب أن أتحمله، إذا سمحت له بالدخول "" . )القي ظلا ألطف من الضغط على الكلمة الثانية.('}]"	0.92
601	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.25
602	"The opened half-door was opened a little further, and secured at that angle for the time. A broad ray of light fell into the garret, and showed the workman with an unfinished shoe upon his lap, pausing in his labour. His few common tools and various scraps of leather were at his feet and on his bench. He had a white beard, raggedly cut, but not very long, a hollow face, and exceedingly bright eyes. The hollowness and thinness of his face would have caused them to look large, under his yet dark eyebrows and his confused white hair, though they had been really otherwise; but, they were naturally large, and looked unnaturally so. His yellow rags of shirt lay open at the throat, and showed his body to be withered and worn. He, and his old canvas frock, and his loose stockings, and all his poor tatters of clothes, had, in a long seclusion from direct light and air, faded down to such a dull uniformity of parchment-yellow, that it would have been hard to say which was which.
"	[{'translation_text': 'ففتحت نصف الباب المفتوح بعد ذلك قليلاً، وتم تأمينه في تلك الزاوية في ذلك الوقت، وسقطت في الحجيرة شعاع عريض من الضوء، وأطلع العامل على صورة غير مكتملة على وجهه، وتوقف في عمله. وكانت أدواته المشتركة القليلة ومختلف قطع الجلد على قدميه وعلى مقعده. وكانت له لحية بيضاء، مقطوعة قطعاً، ولكن ليس طويلاً جداً، وجهاً جوفاء، وعيون مشرقة للغاية. وكان من شأن جوعه ورقة وجهه أن تجعلهما ينظران بشكل كبير تحت حواجبه المظلمة رغم ذلك، وشعره الأبيض المشوه، وإن كانا في غير ذلك، ولكنهما كانا كبيرين بطبيعتهما، ومنظرهما غير طبيعي. وكانت خصلات قميصه الصفراء مفتوحة على الحنجرة، وأظهرت لجسده أن يسيل ويرتدى. وكان من الصعب عليه أن يقول أيهما.'}]	8.39
603	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.28
604	"He had put up a hand between his eyes and the light, and the very bones of it seemed transparent. So he sat, with a steadfastly vacant gaze, pausing in his work. He never looked at the figure before him, without first looking down on this side of himself, then on that, as if he had lost the habit of associating place with sound; he never spoke, without first wandering in this manner, and forgetting to speak.
"	[{'translation_text': 'كان قد رفع يدا بين عينيه والضوء، وكانت عظامه تبدو شفافة. فجلس، بناظر متفتحة بثبات، متأرجحا في عمله. لم ينظر أبدا إلى الشكل الذي أمامه، من دون أن ينظر أولا إلى هذا الجانب من نفسه أولا، ثم على ذلك، كما لو كان قد فقد عادة ربط المكان بالصوت؛ ولم يتكلم قط، دون أن يتجول أولا بهذه الطريقة، وينسى الكلام.'}]	2.7
605	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.25
606	"“Are you going to finish that pair of shoes to-day?” asked Defarge, motioning to Mr. Lorry to come forward.
"	"[{'translation_text': '""هل ستنهين هذا الحذاء ليوم واحد؟"".'}]"	0.36
607	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.23
608	"“What did you say?”
"	"[{'translation_text': '""ماذا قلت؟""'}]"	0.19
609	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.27
610	"“Do you mean to finish that pair of shoes to-day?”
"	"[{'translation_text': '""هل تقصد إنهاء ذلك زوج الأحذية إلى اليوم؟""'}]"	0.36
611	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.25
612	"“I can’t say that I mean to. I suppose so. I don’t know.”
"	"[{'translation_text': '""لا أستطيع أن أقول إنني أعني ذلك، وأفترض ذلك، لا أعرف"".'}]"	0.53
613	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.27
614	"But, the question reminded him of his work, and he bent over it again.
"	[{'translation_text': 'لكنّ السؤال ذكّره بعمله ، وهو انقلب عليه مرة اخرى .'}]	0.53
615	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.27
616	"Mr. Lorry came silently forward, leaving the daughter by the door. When he had stood, for a minute or two, by the side of Defarge, the shoemaker looked up. He showed no surprise at seeing another figure, but the unsteady fingers of one of his hands strayed to his lips as he looked at it (his lips and his nails were of the same pale lead- colour), and then the hand dropped to his work, and he once more bent over the shoe. The look and the action had occupied but an instant.
"	[{'translation_text': 'وعندما وقف، دقيقة أو اثنتين، إلى جانب ديفارج، نظر صانع الأحذية إلى الأعلى، ولم يستغرب رؤية صورة أخرى، ولكن أصابع أحد يديه غير المستقرة تلامست شفتيه وهو ينظر إليها (شفتاه ومساميره من نفس الشاحب من لون الرصاص)، ثم سقطت اليد على عمله، ثم انحنى مرة أخرى على الحذاء، ولم تنشغل النظرة والفعل إلا لحظة واحدة.'}]	2.55
617	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.25
618	"“You have a visitor, you see,” said Monsieur Defarge.
"	"[{'translation_text': '""لديك زائر، كما ترى،"" قال السيد ديفارج.'}]"	0.42
619	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.25
620	"“What did you say?”
"	"[{'translation_text': '""ماذا قلت؟""'}]"	0.19
621	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.25
622	"“Here is a visitor.”
"	"[{'translation_text': '"" هذا هو الزائر "" .'}]"	0.23
623	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.24
624	"The shoemaker looked up as before, but without removing a hand from his work.
"	[{'translation_text': 'نظر صانع الاحذية كما كان من قبل ، ولكن دون ازالة يد من عمله .'}]	0.61
625	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.23
626	"“Come!” said Defarge. “Here is monsieur, who knows a well-made shoe when he sees one. Show him that shoe you are working at. Take it, monsieur.”
"	"[{'translation_text': '""تعالوا!"" قال المرافعة. ""ها هو السيد، الذي يعرف حذاء جيد الصنع عندما يرى حذاء، أره أن الحذاء الذي تعمل عليه، خذه، يا سيدي"".'}]"	1.34
627	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.29
628	"Mr. Lorry took it in his hand.
"	[{'translation_text': 'السيد (لوري) أخذه بيده'}]	0.43
629	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.28
630	"“Tell monsieur what kind of shoe it is, and the maker’s name.”
"	"[{'translation_text': '"" قل لي أي نوع من الأحذية هو واسم الصانع "" .'}]"	0.53
631	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.27
632	"There was a longer pause than usual, before the shoemaker replied:
"	[{'translation_text': 'كان هناك توقف أطول من المعتاد قبل أن يجيب صانع الأحذية:'}]	0.47
633	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.25
634	"“I forget what it was you asked me. What did you say?”
"	"[{'translation_text': '""لقد نسيت ما سألتني إياه، ماذا قلت؟""'}]"	0.38
635	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.25
636	"“I said, couldn’t you describe the kind of shoe, for monsieur’s information?”
"	"[{'translation_text': '""قلت، ألا يمكنك أن تصف هذا النوع من الأحذية، لمعلومات السيد؟""'}]"	0.58
637	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.25
638	"“It is a lady’s shoe. It is a young lady’s walking-shoe. It is in the present mode. I never saw the mode. I have had a pattern in my hand.” He glanced at the shoe with some little passing touch of pride.
"	"[{'translation_text': '"" إنه حذاء لسيدة، إنه حذاء لسيدة شابة، إنه في الوضع الحالي، ولم أره قط، وكان لي نمط في يدي "" ، ولمح إلى الحذاء بلمسة صغيرة من الكبرياء.'}]"	1.37
639	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.25
640	"“And the maker’s name?” said Defarge.
"	"[{'translation_text': 'وقال "" واسم الصانع؟ "" .'}]"	0.44
641	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.27
642	"Now that he had no work to hold, he laid the knuckles of the right hand in the hollow of the left, and then the knuckles of the left hand in the hollow of the right, and then passed a hand across his bearded chin, and so on in regular changes, without a moment’s intermission. The task of recalling him from the vagrancy into which he always sank when he had spoken, was like recalling some very weak person from a swoon, or endeavouring, in the hope of some disclosure, to stay the spirit of a fast-dying man.
"	[{'translation_text': 'والآن بعد أن لم يكن لديه عمل ليحمله، وضع مفاصل اليد اليمنى في جوف اليسار، ثم مفاصل اليد اليسرى في جوف اليمين، ثم مرر يداً عبر ذقنه الملتحي، وهكذا في التغييرات المنتظمة، من دون لحظة فاصلة. وكانت مهمة تذكيره من الهاوية التي كان يغرق فيها دائماً عندما تكلم، مثل تذكير شخص ضعيف جداً من الوخز، أو السعي، على أمل الكشف عن شيء، إلى البقاء على روح رجل سريع النمو.'}]	3.28
643	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.26
644	"“Did you ask me for my name?”
"	"[{'translation_text': '""هل طلبت مني اسمي؟""'}]"	0.34
645	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.27
646	"“Assuredly I did.”
"	"[{'translation_text': '""بكل تأكيد فعلت"".'}]"	0.3
647	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.25
648	"“One Hundred and Five, North Tower.”
"	"[{'translation_text': '"" واحد مائة وخمسة، برج الشمال "" .'}]"	0.36
649	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.23
650	"“Is that all?”
"	"[{'translation_text': '""هل هذا كل شيء؟""'}]"	0.28
651	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.24
652	"“One Hundred and Five, North Tower.”
"	"[{'translation_text': '"" واحد مائة وخمسة، برج الشمال "" .'}]"	0.39
653	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.27
654	"With a weary sound that was not a sigh, nor a groan, he bent to work again, until the silence was again broken.
"	[{'translation_text': 'مع صوت متعب لم يكن تنهد، ولا أنين، انه عازم على العمل مرة أخرى، حتى كسر الصمت مرة أخرى.'}]	0.89
655	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.28
